"images/wiki-pic-of-the-day/2016-02-13 Corpus_Christi_College_New_Court,_Cambridge,_UK_-_Diliff.jpg","palace @ 0.81856316, landmark @ 0.77702391, estate @ 0.678746, building @ 0.67513996, château @ 0.66862577, plaza @ 0.52281892, ","o
, o, "
images/wiki-pic-of-the-day/2016-02-14 Reza_Abbasi_-_Two_Lovers_(1630).jpg,"cartoon @ 0.88084042, modern art @ 0.69008017, miniature @ 0.60238367, ","LX
e_
, LX, e_, "
images/wiki-pic-of-the-day/2016-02-15 Jefferson_Memorial_At_Dusk_1.jpg,"blue @ 0.91288865, dusk @ 0.75182182, water feature @ 0.74589789, tree @ 0.68538147, reflection @ 0.6589362, palace @ 0.619552, monument @ 0.58090091, memorial @ 0.54631615, ",
"images/wiki-pic-of-the-day/2016-02-16 S.M._Linienschiff_Kaiser_Wilhelm_II_-_restoration,_borderless.jpg","vehicle @ 0.94842511, armored cruiser @ 0.92856371, ship @ 0.90629423, ship of the line @ 0.875, destroyer @ 0.87070137, warship @ 0.84322792, battleship @ 0.81911016, light cruiser @ 0.81817967, naval ship @ 0.81510609, ocean liner @ 0.8125, minesweeper @ 0.8095451, heavy cruiser @ 0.80603033, submarine tender @ 0.78912073, frigate @ 0.72968835, battlecruiser @ 0.713821, mode of transport @ 0.70453489, training ship @ 0.68397135, pre dreadnought battleship @ 0.67725652, destroyer escort @ 0.66666669, sloop of war @ 0.66249371, ","guam)
'늘
, guam, ), ', 늘, "
"images/wiki-pic-of-the-day/2016-02-17 Axis_axis_(Nagarhole,_2010).jpg","nature @ 0.97168642, tree @ 0.91502553, plant @ 0.88849086, forest @ 0.85189408, woodland @ 0.82016045, trunk @ 0.81511933, habitat @ 0.79987162, wood @ 0.69633865, leaf @ 0.67298543, old growth forest @ 0.6699816, natural environment @ 0.60541403, wetland @ 0.5082323, ",
images/wiki-pic-of-the-day/2016-02-18 Peter_Paul_Rubens_-_The_Fall_of_Phaeton_(National_Gallery_of_Art).jpg,"person @ 0.96060264, mythology @ 0.77618569, profession @ 0.67945528, demon @ 0.50411791, ",
images/wiki-pic-of-the-day/2016-02-19 Euromaidan_in_Kiev_2014-02-19_12-06.jpg,"crowd @ 0.95205969, protest @ 0.80628604, people @ 0.69504434, racewalking @ 0.64221114, town square @ 0.57163829, ","졀
M剄
tanrtL:濕
(Lu
, 졀, M, 剄, tanrtL, :, 濕, (, Lu, "
images/wiki-pic-of-the-day/2016-02-20 Charadrius_mongolus_-_Laem_Pak_Bia.jpg,"bird @ 0.98661244, animal @ 0.95625311, wildlife @ 0.95613194, beak @ 0.94382286, vertebrate @ 0.89998931, shorebird @ 0.70811653, lark @ 0.70181507, fauna @ 0.66665065, charadriiformes @ 0.64861768, animal migration @ 0.62032384, ",
images/wiki-pic-of-the-day/2016-02-21 US-Colonial_(NJ-179)-New_Jersey-25_Mar_1776_OBV.jpg,"document @ 0.61074013, academic certificate @ 0.51942956, ","T WEL VE SHILLING S.
No.
Proclamation
is mitted by a LAw of the Colony of
USA NE V JERSEY, paffed in the Fourteenth Year of the Beign of
XE
, T, WEL, VE, SHILLING, S., No., Proclamation, is, mitted, by, a, LAw, of, the, Colony, of, USA, NE, V, JERSEY,, paffed, in, the, Fourteenth, Year, of, the, Beign, of, XE, "
images/wiki-pic-of-the-day/2016-02-22 Darwinius_masillae_PMO_214.214.jpg,"texture @ 0.85478383, fossil @ 0.65575385, footprint @ 0.62263656, reptile @ 0.58663225, wall @ 0.56317812, ",
images/wiki-pic-of-the-day/2016-02-23 Sidney_Hall_-_Urania's_Mirror_-_Aries_and_Musca_Borealis.jpg,"sketch @ 0.78212529, fauna @ 0.66665065, ancient history @ 0.60732216, drawing @ 0.58189762, ","ARTES AND US CA ORE ALTS
T R
P E R S E S
ORGII
P1.16
, ARTES, AND, US, CA, ORE, ALTS, T, R, P, E, R, S, E, S, ORGII, P1.16, "
images/wiki-pic-of-the-day/2016-02-24 Thurston_the_Great_Magician_-_Strobridge_Litho._Co..jpg,"poster @ 0.9167009, advertising @ 0.64500886, document @ 0.61074013, film @ 0.55720747, ","MAGICIAN
T HH EL
OG REAT
S
THE WO
HOW OF THE UNIVERSE
, MAGICIAN, T, HH, EL, OG, REAT, S, THE, WO, HOW, OF, THE, UNIVERSE, "
images/wiki-pic-of-the-day/2016-02-25 Isurus_oxyrinchus_Machoire.jpg,"jaw @ 0.72406155, sculpture @ 0.61819786, velociraptor @ 0.56507188, skull @ 0.54383111, reptile @ 0.529423, ",
images/wiki-pic-of-the-day/2016-02-26 Victor_Hugo_by_Étienne_Carjat_1876_-_full.jpg,"person @ 0.96317065, painting @ 0.95385343, portrait @ 0.9178279, photography @ 0.90234447, photograph @ 0.90178573, portrait photography @ 0.89327919, man @ 0.8524462, art @ 0.82535028, male @ 0.778644, profession @ 0.71579224, facial hair @ 0.66323143, gentleman @ 0.596679, ",
images/wiki-pic-of-the-day/2016-02-27 900px-Cylindrical_equal-area_projection_SW.jpg,"world @ 0.74594104, weather @ 0.73104006, map @ 0.63844007, ",
images/wiki-pic-of-the-day/2016-02-28 800px-Westfaelischer_Friede_in_Muenster_(Gerard_Terborch_1648).jpg,"person @ 0.9160707, musician @ 0.66356146, profession @ 0.62492383, ","ese
比
eine
A
ero
, ese, 比, eine, A, ero, "
